INFO 2022-05-06 00:51:27,127 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-06 00:52:43,018 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-06 00:54:32,730 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-06 01:17:46,899 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-06 15:42:12,907 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-06 15:45:54,366 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-06 15:50:36,477 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-08 00:59:31,345 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-08 01:00:40,080 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-08 19:05:00,790 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-08 19:06:50,759 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 00:16:05,349 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 08:45:00,224 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 08:55:42,444 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 08:57:54,739 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 09:12:27,279 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 09:12:38,498 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 09:44:18,167 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 09:45:14,750 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 09:46:25,110 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 09:48:15,934 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 09:48:30,050 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 09:52:26,273 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
ERROR 2022-05-11 09:52:27,587 Unable to open ./resources/lizhi/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:27,636 Unable to open ./resources/is_scheduler_running/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:27,637 Unable to open ./resources/get_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:27,637 Unable to open ./resources/get_fight_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:27,637 Unable to open ./resources/is_fight/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:27,949 Unable to open ./resources/get_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:37,639 Unable to open ./resources/lizhi/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:37,639 Unable to open ./resources/is_scheduler_running/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:37,639 Unable to open ./resources/get_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:37,640 Unable to open ./resources/get_fight_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:37,640 Unable to open ./resources/is_fight/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:37,889 Unable to open ./resources/lizhi/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:37,948 Unable to open ./resources/is_fight/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:37,948 Unable to open ./resources/get_fight_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:37,948 Unable to open ./resources/get_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:37,949 Unable to open ./resources/is_scheduler_running/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:38,253 Unable to open ./resources/get_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:42,585 Unable to open ./resources/get_job/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:42,585 Unable to open ./resources/get_job/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:42,585 Unable to open ./resources/get_job/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:52:43,976 Unable to open ./resources/get_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
INFO 2022-05-11 09:54:47,579 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
INFO 2022-05-11 09:55:58,166 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
ERROR 2022-05-11 09:55:59,463 Unable to open ./resources/lizhi/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:55:59,507 Unable to open ./resources/is_scheduler_running/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:55:59,507 Unable to open ./resources/get_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:55:59,507 Unable to open ./resources/get_fight_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:55:59,507 Unable to open ./resources/is_fight/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:55:59,812 Unable to open ./resources/get_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
INFO 2022-05-11 09:56:31,592 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:14 zqh@ZQH
ERROR 2022-05-11 09:56:32,572 Unable to open ./resources/neutralino.js api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:56:32,740 Unable to open ./resources/lizhi/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:56:33,042 Unable to open ./resources/is_scheduler_running/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:56:33,042 Unable to open ./resources/get_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
ERROR 2022-05-11 09:56:33,043 Unable to open ./resources/get_fight_jobs/index.html api\debug\debug.cpp:16 zqh@ZQH
